Area,Bedrooms,Bathrooms,Balcony,Floor_No,Total_Floors,Carpet_Area,Parking_Count,Maintenance_Cost,City,Property_Type,Quality,Furnishing,Property_Age,Facing,Parking,Gym,Pool,Lift,Security,Garden,Play_Area,Club_House,Power_Backup,Water_Supply,WiFi,Maintenance,Fire_Safety,CCTV,Intercom,Rainwater,Visitor_Parking,Price
1683,2,3,2,4,20,1286,1,201,Rajahmundry,apartment,low,unfurnished,10-20,3,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,8224137
1977,4,4,3,2,19,1499,2,359,Pune,villa,medium,full,10-20,7,0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,16126134
1179,3,4,0,18,27,998,1,2265,Chennai,villa,high,unfurnished,20+,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,9470972
1648,1,1,0,2,21,1276,1,2809,Kolkata,villa,high,full,5-10,3,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,12613370
2806,4,5,2,5,15,2374,1,7360,Rajahmundry,apartment,high,unfurnished,0-5,2,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,11928828
768,4,5,1,9,17,664,1,3371,Kolkata,independent,medium,full,10-20,6,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,5424728
1408,2,3,0,9,10,1314,2,2098,Rajahmundry,apartment,high,semi,20+,5,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,7246704
1607,2,1,1,9,10,1276,0,6881,Pune,apartment,high,unfurnished,5-10,2,1,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,12990237
1448,1,2,3,3,21,1275,2,5539,Ahmedabad,independent,low,full,0-5,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,7972300
2927,2,1,0,11,12,2345,1,3195,Jaipur,villa,high,unfurnished,10-20,4,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0,21983389
2600,2,3,1,2,29,2155,1,1632,Bangalore,villa,high,semi,10-20,2,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,25557599
1895,1,2,0,14,15,1611,0,1601,Ahmedabad,villa,high,semi,0-5,3,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,11675493
2265,2,2,2,14,22,2006,2,5136,Hyderabad,villa,low,full,20+,2,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,24671113
1051,1,1,2,10,11,909,2,429,Bangalore,villa,medium,semi,20+,7,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,12037597
1037,3,2,1,11,12,903,1,3996,Hyderabad,villa,high,unfurnished,5-10,2,0,1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,13078401
604,2,2,1,1,12,517,0,683,Delhi,independent,low,unfurnished,20+,4,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,4977945
1089,4,3,0,12,13,870,2,2554,Rajahmundry,independent,high,unfurnished,10-20,7,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,8748453
1159,2,1,1,9,10,1003,2,7137,Mumbai,independent,high,unfurnished,5-10,3,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,11300466
1769,4,4,1,5,29,1543,2,3152,Mumbai,apartment,medium,semi,20+,5,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,23412982
3091,4,3,2,18,19,2361,2,6771,Rajahmundry,villa,low,unfurnished,20+,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,21792458
3257,4,3,3,7,28,2463,2,643,Rajahmundry,independent,high,semi,10-20,6,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,20357610
3187,3,3,1,12,16,2480,1,208,Bangalore,independent,low,unfurnished,5-10,7,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,18951147
2199,2,2,1,16,24,2006,2,5686,Kolkata,apartment,high,full,10-20,6,1,1,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,11279644
739,3,4,2,19,29,641,2,4719,Pune,villa,high,semi,5-10,1,0,1,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,10343268
2222,2,1,3,12,29,1829,2,3502,Hyderabad,villa,low,unfurnished,5-10,4,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,22961019
1698,2,2,3,6,7,1598,1,7458,Rajahmundry,independent,high,semi,20+,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,10648141
1614,2,1,1,10,11,1493,2,1700,Kolkata,villa,medium,semi,10-20,3,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,14347994
905,4,5,2,16,17,708,2,7141,Kolkata,independent,low,semi,20+,6,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,6597170
3159,2,2,3,12,27,2394,0,6732,Kolkata,villa,high,full,5-10,7,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,17416977
3204,3,2,2,19,20,2423,0,4251,Ahmedabad,villa,high,semi,10-20,7,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,22237966
2955,3,2,1,2,25,2576,2,6703,Rajahmundry,independent,medium,full,20+,2,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,20577832
1233,3,3,0,10,13,1043,1,2357,Hyderabad,independent,medium,full,0-5,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,11497336
2895,4,4,0,7,14,2492,0,3553,Bangalore,apartment,low,semi,20+,6,1,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,20851023
1413,2,1,1,19,20,1233,0,3810,Mumbai,apartment,low,full,20+,4,1,0,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,10480243
2256,3,2,3,18,28,1822,1,6609,Jaipur,independent,medium,unfurnished,0-5,2,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,12870944
2233,2,2,3,9,19,1895,1,2303,Jaipur,independent,low,semi,5-10,6,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,14162841
734,3,4,3,19,20,663,1,2461,Kolkata,apartment,high,unfurnished,0-5,3,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,8087148
3336,1,1,1,5,22,2883,2,4754,Hyderabad,independent,high,unfurnished,5-10,2,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,34062696
2493,4,5,2,4,7,2141,1,2400,Kolkata,independent,medium,semi,0-5,7,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,17717624
762,3,2,1,17,18,621,0,7408,Mumbai,independent,low,semi,10-20,4,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,8013479
2302,1,1,0,0,4,1933,0,140,Bangalore,independent,high,full,10-20,6,0,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1,1,16559234
958,2,3,2,14,15,735,0,4202,Bangalore,independent,low,full,20+,2,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,10900093
2234,2,2,2,6,7,1895,0,6049,Kolkata,independent,medium,semi,5-10,5,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,17789249
1715,2,3,1,14,15,1386,0,1557,Mumbai,independent,high,full,0-5,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,18787377
2062,4,4,3,13,27,1725,2,2983,Ahmedabad,villa,medium,semi,5-10,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,18015955
1320,4,5,1,11,28,1208,1,2154,Chennai,villa,medium,full,5-10,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,10689084
3469,3,2,1,10,11,2622,1,999,Kolkata,villa,low,unfurnished,20+,2,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,26565276
1238,2,1,0,2,6,1124,0,1585,Pune,villa,low,unfurnished,10-20,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,10508177
610,1,1,1,9,21,516,0,7977,Bangalore,independent,high,unfurnished,5-10,4,0,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,8649552
788,2,2,3,5,25,669,2,5492,Bangalore,independent,medium,full,20+,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,7240174
2735,4,4,3,17,27,2427,2,1623,Rajahmundry,independent,low,unfurnished,5-10,2,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,11239072
759,2,2,1,17,18,717,0,557,Kolkata,villa,medium,semi,0-5,4,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,6586757
3191,2,3,3,16,24,2919,0,4950,Ahmedabad,villa,high,semi,10-20,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,26089278
2081,4,5,0,15,16,1588,2,3239,Kolkata,independent,low,semi,10-20,2,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,15882541
2996,1,1,2,2,3,2770,1,3617,Hyderabad,apartment,low,full,5-10,3,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,23538671
3384,2,3,2,2,13,2700,1,7097,Rajahmundry,villa,low,full,10-20,5,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,17523594
1609,1,2,0,2,17,1251,1,3179,Rajahmundry,villa,medium,semi,10-20,6,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,9631419
3349,4,3,3,14,15,3149,2,7208,Pune,apartment,medium,full,20+,4,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,19490934
1828,2,1,3,10,26,1385,1,2226,Mumbai,apartment,low,semi,0-5,5,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,13779606
1080,1,2,2,9,12,906,1,3273,Hyderabad,apartment,medium,full,20+,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,7618380
2148,1,1,3,12,26,1679,2,6688,Mumbai,villa,low,semi,20+,5,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,25068590
2532,3,4,0,7,8,2282,0,969,Bangalore,independent,high,unfurnished,5-10,5,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,22018318
1717,3,3,0,15,29,1458,0,4260,Pune,independent,medium,full,20+,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,17824980
1706,4,5,3,6,27,1382,0,1663,Delhi,villa,low,unfurnished,20+,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,20338270
1591,1,1,0,10,13,1435,0,3753,Bangalore,independent,low,unfurnished,20+,7,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,16039414
1321,3,4,0,7,28,1023,0,5833,Delhi,villa,medium,full,5-10,2,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,15832391
3116,1,1,1,17,18,2953,2,5208,Chennai,villa,medium,semi,20+,3,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,19832694
788,3,2,3,5,24,692,2,1580,Bangalore,apartment,high,unfurnished,10-20,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,7185107
1587,2,3,1,16,17,1275,0,2509,Delhi,independent,high,unfurnished,0-5,2,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,18485941
2011,2,3,2,13,27,1612,0,5512,Chennai,villa,high,unfurnished,0-5,6,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,14960559
3083,2,3,2,19,20,2483,1,5709,Kolkata,villa,low,semi,20+,5,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,25461621
3353,2,1,3,15,16,2988,0,2025,Delhi,villa,low,semi,0-5,2,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,32234645
2744,3,3,3,16,17,2254,0,4911,Ahmedabad,independent,high,unfurnished,5-10,5,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,20320063
2100,4,5,3,3,9,1724,0,755,Rajahmundry,villa,high,semi,0-5,3,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,10695600
1315,3,4,3,1,29,1064,2,489,Pune,apartment,high,unfurnished,5-10,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,9682669
2486,3,2,3,10,26,2129,1,4511,Rajahmundry,independent,medium,unfurnished,20+,7,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,14966359
2052,2,3,1,1,21,1921,1,7064,Delhi,villa,low,unfurnished,5-10,4,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,15574455
930,4,5,0,2,17,841,2,1682,Jaipur,independent,low,full,5-10,6,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,1,7178845
1707,4,4,0,2,17,1407,0,2570,Delhi,independent,high,full,5-10,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,20313215
2860,3,2,1,2,23,2162,2,7942,Mumbai,apartment,low,semi,10-20,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,31863243
632,3,2,3,17,24,532,2,5670,Jaipur,independent,high,semi,0-5,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,6521716
831,1,2,3,1,12,730,0,2686,Chennai,apartment,high,unfurnished,20+,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,5771622
1224,1,1,2,16,20,998,0,4026,Ahmedabad,villa,high,full,5-10,4,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,11259388
1497,1,2,3,19,22,1267,2,899,Ahmedabad,apartment,medium,semi,20+,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,11418480
1614,1,1,1,15,23,1481,0,3493,Chennai,apartment,low,full,5-10,4,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,14102650
1876,2,3,3,19,20,1732,2,1063,Hyderabad,apartment,high,unfurnished,5-10,2,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,14741584
2967,1,1,3,15,24,2726,2,2760,Bangalore,apartment,low,unfurnished,20+,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,16683037
686,2,1,0,1,19,636,1,3345,Hyderabad,independent,medium,full,5-10,2,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,0,8194714
3369,1,1,1,9,10,3057,2,2542,Bangalore,independent,low,full,0-5,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,29439392
2944,4,4,1,18,19,2470,0,3094,Ahmedabad,villa,high,unfurnished,20+,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,20087942
3326,4,3,3,12,13,2886,0,7024,Mumbai,villa,medium,semi,20+,5,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,38962464
2610,4,3,0,2,12,2043,2,7076,Rajahmundry,apartment,low,full,20+,2,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,9601245
1456,1,2,0,8,29,1302,0,6132,Jaipur,independent,medium,semi,5-10,5,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,10987032
1987,1,1,3,12,18,1635,0,1654,Pune,apartment,medium,semi,20+,6,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,11543420
2649,1,1,2,17,19,2164,2,6842,Jaipur,independent,low,full,10-20,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,18763227
1860,3,3,2,9,10,1452,2,1020,Delhi,apartment,medium,semi,10-20,2,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,15605700
3259,1,2,2,12,22,2589,1,4112,Pune,apartment,low,full,20+,4,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,25709221
708,3,2,1,9,10,633,1,6211,Kolkata,villa,high,semi,0-5,2,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,7999756
2052,1,1,3,14,15,1633,1,3747,Mumbai,apartment,low,unfurnished,20+,3,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,16583750
815,4,5,0,10,11,693,0,7548,Jaipur,independent,medium,full,0-5,2,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,4567696
1496,1,1,2,19,20,1153,0,2956,Pune,villa,high,unfurnished,10-20,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,13833668
3032,3,4,0,6,12,2587,1,5301,Chennai,villa,medium,unfurnished,5-10,5,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,22778590
728,3,3,1,13,14,662,2,4574,Bangalore,independent,high,full,0-5,7,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,9621295
2877,4,4,0,16,26,2206,2,5247,Chennai,apartment,low,semi,20+,3,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,27266148
2776,4,4,2,7,8,2183,1,5419,Jaipur,independent,high,full,10-20,4,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,0,13923000
1058,2,2,1,19,20,874,0,1479,Chennai,apartment,high,unfurnished,5-10,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,7196943
2173,3,4,1,19,20,1833,2,6506,Rajahmundry,apartment,high,semi,5-10,4,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,12966858
1865,4,4,3,1,28,1447,2,70,Chennai,apartment,low,full,20+,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,11340619
2859,3,3,1,12,22,2229,0,6056,Bangalore,apartment,high,semi,20+,2,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,29385726
1414,3,2,3,11,19,1313,1,2449,Kolkata,villa,low,semi,20+,3,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,13030570
1261,3,2,0,18,19,1012,0,3934,Ahmedabad,apartment,high,full,20+,4,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,9374402
2756,3,3,3,8,9,2320,2,268,Jaipur,villa,low,full,5-10,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,1,16256508
2371,3,2,2,14,15,1932,0,5820,Hyderabad,independent,low,full,0-5,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,16798735
1698,2,3,2,4,18,1360,1,6452,Pune,independent,high,semi,5-10,7,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,12391818
2933,3,3,2,5,15,2457,1,7538,Chennai,villa,low,semi,10-20,5,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,20401854
3446,1,2,3,12,29,3088,2,782,Pune,villa,high,unfurnished,0-5,6,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,35298551
709,1,1,1,11,12,652,0,2042,Delhi,independent,low,full,5-10,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,9032823
1300,3,2,2,18,19,1153,0,5141,Kolkata,apartment,high,unfurnished,20+,3,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,11710270
1556,1,2,1,2,3,1195,1,7098,Pune,apartment,low,full,20+,4,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,9409080
2781,1,1,2,4,9,2221,0,7014,Mumbai,independent,medium,semi,20+,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,22821192
3379,1,1,2,2,5,2994,2,1712,Rajahmundry,apartment,medium,full,5-10,3,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,23206400
1128,2,1,0,5,21,855,0,2362,Bangalore,independent,medium,semi,20+,4,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,11409196
1936,1,2,2,9,14,1704,0,6475,Chennai,villa,medium,full,20+,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,17660193
2021,2,3,1,9,10,1914,1,981,Chennai,apartment,medium,semi,20+,4,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,1,1,18921822
984,4,3,3,19,20,772,2,5212,Jaipur,apartment,medium,unfurnished,10-20,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,4838288
3038,2,3,3,10,24,2318,2,3212,Jaipur,apartment,medium,unfurnished,10-20,4,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,14659710
636,3,4,3,1,7,531,0,3211,Hyderabad,villa,low,semi,10-20,3,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,8020584
2170,2,2,1,5,18,1723,2,5334,Kolkata,villa,low,semi,10-20,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,12933110
1957,4,5,3,1,3,1765,1,4438,Chennai,apartment,medium,full,0-5,4,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,18303018
3397,2,1,2,18,27,2619,2,647,Chennai,independent,high,semi,20+,6,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,30667746
2831,1,1,2,16,17,2632,1,1553,Chennai,independent,medium,full,5-10,5,0,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,17086636
1761,2,3,0,1,20,1368,2,5079,Rajahmundry,villa,medium,full,0-5,2,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,11493927
3007,3,4,2,2,25,2401,1,5255,Ahmedabad,independent,medium,semi,5-10,3,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,22587154
1399,3,2,3,17,18,1300,1,175,Pune,independent,medium,unfurnished,10-20,3,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,9348571
1307,1,1,2,6,16,1211,0,3971,Kolkata,villa,low,semi,5-10,7,1,0,1,0,0,1,1,0,1,1,0,1,0,1,1,1,1,11708196
2314,1,1,2,3,26,2172,2,5347,Delhi,independent,low,full,20+,3,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,20281420
1480,2,1,0,13,14,1203,2,1540,Hyderabad,villa,medium,unfurnished,20+,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,9926532
1627,2,3,0,1,28,1353,2,6886,Kolkata,villa,high,full,10-20,7,0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1,11986715
2249,2,2,0,4,20,1734,1,5293,Mumbai,independent,low,unfurnished,10-20,2,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,28727147
1513,2,1,3,19,20,1239,1,3617,Delhi,independent,high,full,0-5,2,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,14899331
2917,2,1,0,17,18,2607,0,448,Mumbai,villa,high,full,5-10,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,32875315
2695,2,1,3,0,7,2322,1,4278,Bangalore,villa,high,full,0-5,2,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,25934891
2850,1,1,3,8,22,2476,0,3389,Kolkata,independent,low,full,20+,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,23152640
853,4,5,2,10,26,705,1,3361,Mumbai,apartment,medium,full,5-10,4,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,7472586
3002,1,1,1,3,4,2264,2,6516,Mumbai,villa,high,semi,10-20,3,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1,38751442
626,3,2,0,15,22,547,1,7372,Jaipur,villa,low,semi,5-10,7,0,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,4981161
1748,4,5,2,14,20,1359,1,4175,Chennai,apartment,medium,semi,10-20,6,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,14452305
1876,2,2,2,14,15,1524,0,4488,Chennai,villa,low,full,0-5,4,0,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,12692282
2483,2,3,2,13,16,2085,0,1310,Pune,apartment,medium,full,20+,2,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,14600535
2996,1,1,1,14,15,2546,2,6100,Kolkata,apartment,high,full,5-10,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,20061993
1794,1,1,3,13,21,1607,0,6490,Rajahmundry,independent,low,semi,5-10,3,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,9189579
1952,1,2,0,16,17,1571,1,4797,Kolkata,apartment,high,semi,0-5,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,15981553
1081,4,5,1,9,10,817,2,1420,Bangalore,apartment,high,unfurnished,5-10,3,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,9558704
2767,4,5,0,11,13,2525,2,7131,Chennai,independent,low,full,10-20,7,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,27819433
3480,4,4,0,9,21,2832,0,2514,Mumbai,independent,low,unfurnished,10-20,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,39189248
1548,4,3,0,2,17,1432,2,2057,Hyderabad,villa,low,unfurnished,5-10,2,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,12462027
3226,1,1,3,13,16,2714,0,912,Delhi,independent,medium,semi,10-20,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,26141005
1191,4,3,3,1,8,985,2,3270,Mumbai,independent,high,full,5-10,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,15265136
639,2,2,2,6,23,543,1,5496,Bangalore,apartment,low,unfurnished,10-20,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,4063340
1975,2,3,2,14,25,1530,1,1459,Mumbai,independent,medium,unfurnished,20+,4,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,24041080
2353,3,3,1,2,7,1842,2,3321,Delhi,villa,low,semi,5-10,4,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,22925511
2316,3,2,0,3,29,1926,0,7381,Mumbai,independent,high,unfurnished,20+,7,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,31279455
2151,3,3,2,8,9,1734,2,393,Mumbai,villa,high,full,10-20,2,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,19519630
3220,4,4,0,11,12,2840,2,554,Mumbai,independent,medium,full,0-5,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,1,0,25739756
1556,4,3,1,19,20,1408,1,794,Rajahmundry,villa,medium,unfurnished,20+,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,0,8262846
2725,1,1,3,18,19,2349,2,7230,Jaipur,apartment,high,unfurnished,5-10,4,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,21454127
1460,4,5,2,2,24,1173,0,2945,Delhi,independent,medium,unfurnished,0-5,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,0,1,17946250
2498,4,3,3,15,21,2199,2,5861,Jaipur,independent,high,full,10-20,3,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,11998181
2696,3,3,3,7,8,2100,1,6639,Chennai,villa,high,unfurnished,20+,5,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,27264140
2301,1,1,3,16,17,1987,1,7885,Hyderabad,independent,medium,semi,20+,5,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,13743950
766,4,3,3,15,16,651,1,2043,Chennai,independent,high,unfurnished,10-20,3,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,7524012
1679,3,3,1,6,28,1440,1,1464,Kolkata,independent,medium,unfurnished,5-10,3,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,12712887
1481,4,3,3,5,16,1240,2,2356,Mumbai,villa,low,full,20+,7,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,19858725
